,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Segmentation
2637,1,0,65,0,0,0.0,0,2.0,3
2638,0,0,49,0,0,0.0,1,2.0,1
2639,1,0,38,0,4,1.0,0,2.0,1
2640,1,0,65,0,0,0.0,1,2.0,1
2641,1,0,48,1,4,0.0,1,5.0,1
2642,0,0,52,0,2,1.0,0,4.0,1
2643,0,0,73,0,6,2.0,0,1.0,0
2644,1,1,48,0,4,1.0,0,1.0,3
2645,0,1,25,0,3,8.0,0,2.0,0
2646,0,1,31,0,1,9.0,0,3.0,0
2647,0,1,25,1,2,8.0,0,9.0,1
2649,0,1,20,1,1,0.0,0,4.0,0
2650,0,1,25,1,5,0.0,0,3.0,2
2651,0,0,25,0,0,8.0,0,2.0,2
2652,0,1,29,1,2,1.0,0,3.0,3
2653,1,0,72,1,2,7.0,1,3.0,3
2654,0,0,48,0,0,0.0,2,2.0,3
2655,0,1,28,1,3,1.0,0,5.0,0
2656,1,0,42,0,0,3.0,2,3.0,1
2657,1,0,32,0,0,8.0,0,3.0,2
2658,0,0,49,0,0,0.0,0,1.0,3
2659,1,0,55,0,0,1.0,1,2.0,1
2660,1,0,40,0,0,0.0,1,3.0,2
2661,1,1,37,0,3,0.0,0,3.0,2
2662,0,1,27,1,1,3.0,0,4.0,0
2663,1,0,32,0,8,4.0,2,2.0,3
2664,0,0,36,1,5,7.0,2,4.0,2
2665,1,1,28,0,8,11.0,0,1.0,0
2667,0,1,18,1,2,1.0,0,4.0,0
2668,1,1,36,0,0,1.0,0,1.0,3
2670,1,0,88,0,6,1.0,2,2.0,1
2673,0,0,51,0,0,8.0,0,3.0,2
2674,0,0,51,0,2,1.0,1,4.0,3
2675,0,1,31,1,0,3.0,0,2.0,2
2676,1,0,47,0,0,1.0,1,3.0,1
2679,0,1,29,0,1,0.0,0,6.0,0
2682,0,0,68,1,2,4.0,1,2.0,2
2684,0,1,32,0,3,0.0,0,4.0,0
2685,0,0,75,0,6,1.0,0,1.0,2
2686,1,1,39,0,1,0.0,0,1.0,2
2687,0,1,18,1,1,1.0,0,3.0,0
2688,1,0,42,0,0,2.0,1,2.0,3
2689,0,0,48,0,5,0.0,1,4.0,2
2690,1,0,70,0,0,0.0,2,2.0,1
2691,0,0,45,0,0,1.0,1,2.0,3
2692,1,1,29,0,1,0.0,0,4.0,2
2693,0,0,50,0,2,1.0,1,3.0,1
2694,1,1,22,1,1,0.0,0,6.0,0
2695,0,0,46,0,0,0.0,0,2.0,1
2697,1,0,81,0,6,8.0,2,2.0,1
2698,1,0,49,0,0,1.0,1,3.0,1
2700,0,0,66,0,0,1.0,2,2.0,3
2701,1,1,53,0,0,0.0,0,2.0,2
2702,1,1,29,0,0,12.0,0,1.0,2
2703,1,0,86,0,6,0.0,2,2.0,1
2704,0,0,70,0,0,1.0,1,3.0,1
2705,1,0,36,0,0,1.0,1,2.0,3
2706,0,1,35,0,0,1.0,0,2.0,2
2707,1,0,42,0,0,0.0,2,2.0,1
2709,1,1,20,1,0,0.0,0,3.0,0
2710,1,0,27,1,4,1.0,1,9.0,0
2711,0,0,56,0,0,4.0,0,1.0,3
2712,0,0,67,1,0,1.0,0,1.0,3
2713,1,0,51,0,0,0.0,0,1.0,3
2714,0,0,49,0,0,1.0,1,3.0,1
2715,0,0,51,1,0,1.0,0,3.0,2
2716,1,1,26,0,0,1.0,0,9.0,1
2718,1,0,31,0,2,1.0,0,1.0,2
2719,0,0,43,1,5,1.0,2,3.0,2
2720,0,0,59,1,5,7.0,1,5.0,3
2721,1,1,35,0,4,4.0,0,1.0,2
2723,1,1,48,0,2,9.0,0,2.0,2
2724,1,0,88,0,6,1.0,2,2.0,3
2725,1,1,30,0,1,12.0,0,6.0,0
2726,1,1,22,1,1,6.0,0,3.0,0
2727,0,0,66,0,0,1.0,2,2.0,1
2728,1,0,81,1,4,0.0,2,2.0,3
2729,1,0,36,1,3,14.0,1,2.0,2
2731,1,1,50,0,4,1.0,0,1.0,3
2732,0,0,51,0,0,1.0,0,2.0,3
2733,0,0,66,0,6,0.0,2,3.0,2
2734,1,0,39,0,4,8.0,1,2.0,1
2735,1,1,28,1,2,0.0,0,5.0,0
2737,1,0,50,0,0,1.0,0,1.0,2
2739,0,0,60,0,7,1.0,2,5.0,1
2740,0,0,52,1,2,1.0,1,4.0,3
2741,0,0,32,1,7,4.0,0,3.0,0
2742,1,0,42,0,3,0.0,0,1.0,3
2743,0,1,48,0,2,1.0,0,2.0,0
2745,0,1,26,0,8,8.0,0,2.0,2
2746,1,1,21,1,1,0.0,0,7.0,0
2747,1,1,53,1,0,7.0,0,1.0,1
2748,0,1,32,0,3,0.0,0,3.0,0
2749,1,0,56,0,3,1.0,1,2.0,1
2750,1,1,36,0,0,8.0,0,4.0,0
2751,0,0,83,0,6,0.0,0,2.0,3
2752,0,0,42,0,5,1.0,0,2.0,0
2754,0,0,62,0,5,0.0,2,2.0,3
2755,0,0,40,1,5,0.0,0,4.0,0
2756,0,1,38,0,0,2.0,0,1.0,0
2757,0,1,18,1,1,1.0,0,5.0,0
2758,1,0,62,0,0,3.0,0,2.0,1
2759,0,1,23,1,1,1.0,0,4.0,0
2761,0,1,42,0,0,8.0,0,1.0,2
2762,1,1,32,1,7,0.0,0,4.0,2
2763,1,1,28,1,7,0.0,0,5.0,2
2765,0,0,35,0,5,8.0,2,4.0,1
2767,1,1,53,0,4,1.0,0,2.0,2
2770,0,0,52,0,5,1.0,2,4.0,3
2771,0,1,29,0,3,3.0,0,3.0,2
2772,0,1,36,0,0,6.0,0,3.0,3
2773,1,1,41,0,0,0.0,0,1.0,2
2774,0,0,72,0,5,0.0,2,4.0,1
2775,1,0,50,0,4,1.0,0,2.0,2
2776,1,0,79,0,6,0.0,2,2.0,1
2777,1,1,23,1,7,4.0,0,4.0,0
2778,1,1,25,0,1,0.0,0,1.0,0
2779,1,1,40,0,3,1.0,0,1.0,3
2780,0,0,27,0,1,2.0,1,2.0,2
2781,1,0,62,0,0,4.0,1,7.0,2
2782,0,0,29,0,1,2.0,1,2.0,3
2783,1,1,31,1,3,6.0,0,2.0,2
2785,0,1,28,0,1,1.0,0,4.0,1
2786,1,1,26,0,0,1.0,0,5.0,2
2787,1,1,33,1,1,1.0,0,3.0,3
2790,1,1,43,0,7,1.0,0,1.0,0
2791,1,0,50,0,2,0.0,1,4.0,3
2792,1,1,29,0,0,14.0,0,2.0,3
2793,0,1,29,1,4,0.0,0,5.0,2
2795,1,0,37,0,0,5.0,0,2.0,0
2796,1,0,75,0,6,2.0,2,4.0,3
2797,0,1,19,1,2,0.0,0,6.0,2
2798,1,1,42,0,0,1.0,0,1.0,3
2799,0,1,22,1,1,1.0,0,5.0,0
2800,1,0,28,0,3,0.0,1,2.0,2
2801,0,0,45,0,0,0.0,1,4.0,3
2802,0,0,51,0,2,0.0,0,3.0,0
2803,0,1,40,1,2,1.0,0,1.0,2
2804,0,1,42,0,0,12.0,0,1.0,2
2805,1,1,49,0,0,3.0,0,1.0,1
2807,0,0,46,1,2,8.0,0,2.0,0
2808,0,0,29,0,0,1.0,1,3.0,3
2809,1,0,72,0,6,0.0,2,2.0,2
2810,0,1,26,0,1,0.0,0,3.0,1
2811,1,0,50,0,4,2.0,1,3.0,1
2812,0,1,33,0,3,0.0,0,3.0,1
2814,1,0,35,0,0,7.0,1,2.0,1
2815,1,0,51,0,0,1.0,1,6.0,1
2816,0,0,52,0,2,0.0,1,6.0,1
2817,0,1,20,1,2,5.0,0,2.0,0
2818,0,1,33,1,7,1.0,0,6.0,0
2819,0,0,58,0,0,0.0,1,3.0,1
2821,1,0,38,0,3,1.0,0,4.0,2
2822,1,1,27,1,1,14.0,0,1.0,0
2823,0,0,43,0,2,8.0,0,2.0,3
2824,1,1,18,1,1,0.0,0,5.0,0
2825,1,1,29,1,1,0.0,0,3.0,0
2826,0,0,86,1,6,2.0,1,2.0,2
2827,0,1,32,1,1,7.0,0,5.0,0
2828,1,0,52,1,4,0.0,0,6.0,2
2829,0,0,53,0,0,1.0,1,4.0,1
2830,0,1,29,1,1,9.0,0,3.0,0
2831,0,0,58,0,0,2.0,0,1.0,2
2834,1,0,39,0,0,0.0,1,4.0,1
2835,0,0,40,0,4,12.0,1,3.0,2
2836,1,1,23,1,1,3.0,0,5.0,0
2837,1,0,79,0,6,14.0,2,3.0,1
2838,1,0,70,0,6,0.0,2,2.0,3
2839,1,1,27,1,0,0.0,0,6.0,0
2840,0,0,47,1,5,1.0,2,2.0,3
2841,0,0,58,0,5,3.0,1,4.0,3
2843,0,0,40,1,4,6.0,1,5.0,0
2844,0,0,35,0,5,1.0,1,2.0,2
2845,0,0,31,0,1,0.0,0,2.0,1
2846,1,0,43,0,0,1.0,2,4.0,1
2847,0,1,21,1,3,4.0,0,3.0,0
2848,1,1,29,0,0,1.0,0,3.0,1
2849,1,1,18,1,1,1.0,0,3.0,0
2850,0,1,28,0,0,0.0,0,3.0,3
2851,1,1,27,0,1,0.0,0,4.0,1
2852,1,0,47,0,3,8.0,1,2.0,1
2853,0,0,52,0,7,1.0,2,4.0,1
2854,1,1,42,1,7,5.0,0,2.0,0
2855,1,0,57,0,0,2.0,2,3.0,1
2856,0,0,61,0,5,0.0,2,2.0,1
2857,0,1,33,0,0,0.0,0,3.0,1
2858,1,0,41,0,0,11.0,1,4.0,1
2859,1,1,39,0,3,9.0,0,3.0,2
2860,0,1,40,0,3,4.0,0,2.0,1
2861,1,0,52,0,0,1.0,0,3.0,1
2864,0,1,43,0,0,0.0,0,1.0,2
2865,1,1,51,0,0,0.0,0,1.0,3
2866,1,0,36,0,2,6.0,0,2.0,3
2867,0,0,38,0,2,8.0,0,2.0,3
2868,1,1,30,0,0,0.0,0,5.0,2
2869,0,1,39,0,7,1.0,0,4.0,0
2870,1,1,46,0,2,1.0,0,2.0,2
2871,0,0,43,1,5,3.0,2,4.0,3
2872,0,0,70,0,6,0.0,2,2.0,3
2873,1,0,41,0,2,9.0,0,1.0,0
2874,1,0,39,0,4,1.0,0,1.0,2
2875,1,1,51,0,0,0.0,0,2.0,1
2876,0,1,20,1,1,1.0,0,4.0,0
2878,0,1,26,0,7,10.0,0,1.0,0
2879,0,1,31,1,7,4.0,0,1.0,0
2880,1,1,33,0,1,0.0,0,3.0,3
2883,1,0,70,0,4,0.0,2,2.0,3
2886,1,1,71,1,4,1.0,0,1.0,2
2887,0,0,29,0,4,5.0,0,2.0,2
2888,1,1,41,1,7,1.0,0,1.0,0
2889,0,0,55,0,0,1.0,1,2.0,1
2890,0,1,29,1,2,1.0,0,4.0,1
2891,0,0,76,0,6,1.0,0,1.0,2
2893,1,1,18,1,1,7.0,0,3.0,0
2894,1,0,49,0,4,6.0,0,3.0,0
2895,0,1,19,1,1,9.0,0,5.0,0
2896,0,0,81,0,5,1.0,2,3.0,1
2897,1,1,35,0,0,9.0,0,1.0,3
2898,0,0,59,1,3,0.0,1,2.0,3
2899,1,1,32,1,1,1.0,0,5.0,3
2902,1,0,63,0,0,1.0,0,1.0,1
2903,1,1,21,1,1,0.0,0,3.0,0
2904,1,0,77,1,6,0.0,2,3.0,2
2905,0,1,36,0,0,2.0,0,1.0,1
2906,1,1,22,1,1,0.0,0,5.0,0
2907,0,0,26,1,5,5.0,2,4.0,0
2908,0,0,82,0,6,7.0,0,1.0,2
2909,0,1,18,1,1,2.0,0,4.0,0
2910,0,0,35,0,0,0.0,1,2.0,1
2911,0,0,36,1,3,0.0,1,2.0,2
2912,0,0,59,0,0,1.0,0,2.0,2
2913,0,0,61,1,0,0.0,1,2.0,1
2914,1,1,37,0,2,0.0,0,1.0,2
2915,1,1,25,1,1,1.0,0,5.0,3
2916,1,1,28,1,1,0.0,0,4.0,3
2918,0,1,29,0,1,0.0,0,4.0,3
2919,1,0,86,0,6,1.0,2,2.0,1
2920,0,1,45,0,0,0.0,0,2.0,2
2921,1,1,33,1,8,9.0,0,1.0,0
2922,0,1,20,1,1,1.0,0,4.0,0
2924,0,0,59,0,0,1.0,1,3.0,1
2926,1,1,20,1,1,3.0,0,3.0,0
2928,0,0,75,1,6,0.0,0,1.0,0
2930,1,1,32,1,8,8.0,0,1.0,0
2932,1,1,43,0,0,1.0,0,1.0,2
2933,0,0,69,0,6,1.0,0,1.0,3
2934,0,0,38,1,2,1.0,0,3.0,2
2935,1,1,29,1,4,1.0,0,4.0,1
2936,0,0,56,0,0,0.0,0,1.0,0
2938,0,0,53,0,5,9.0,0,1.0,0
2939,1,1,37,0,0,1.0,0,1.0,2
2940,0,0,28,1,5,1.0,2,5.0,2
2942,1,0,74,0,0,0.0,1,2.0,3
2943,0,0,51,0,2,1.0,1,4.0,1
2944,1,0,88,0,6,0.0,0,1.0,0
2945,1,0,50,0,0,0.0,1,2.0,1
2946,0,1,19,1,1,1.0,0,7.0,0
2948,1,1,32,0,0,6.0,0,1.0,3
2949,1,0,45,0,5,1.0,2,3.0,3
2951,1,1,33,0,0,1.0,0,2.0,1
2953,0,0,53,0,5,1.0,2,4.0,3
2954,1,1,18,1,1,1.0,0,3.0,0
2955,0,1,45,0,2,1.0,0,1.0,2
2957,1,1,26,0,3,9.0,0,4.0,0
2958,0,0,46,0,3,7.0,1,2.0,1
2959,0,0,35,0,1,6.0,1,2.0,2
2960,1,1,32,0,7,8.0,0,6.0,2
2962,1,0,25,0,0,8.0,1,2.0,1
2963,1,0,63,0,0,0.0,1,4.0,1
2964,1,1,23,1,1,9.0,0,4.0,0
2965,1,1,26,0,4,9.0,0,8.0,2
2966,1,0,46,0,0,1.0,2,3.0,1
2967,0,0,70,1,4,0.0,1,2.0,3
2968,1,0,40,0,4,1.0,1,4.0,3
2969,0,1,33,0,2,6.0,0,1.0,2
2970,0,0,48,0,8,10.0,0,3.0,1
2971,0,1,39,0,2,9.0,0,2.0,0
2973,0,0,61,0,0,1.0,1,3.0,1
2974,0,0,52,0,7,1.0,0,3.0,0
2975,1,0,26,1,2,1.0,1,2.0,2
2977,1,0,40,1,4,1.0,0,2.0,2
2981,1,0,73,0,0,2.0,2,2.0,1
2982,1,1,29,0,3,9.0,0,5.0,3
2983,0,0,35,0,8,9.0,1,4.0,2
2984,1,1,26,0,0,1.0,0,4.0,1
2985,1,1,39,1,1,4.0,0,3.0,0
2986,0,1,28,0,1,1.0,0,5.0,0
2987,1,1,37,0,0,1.0,0,2.0,1
2988,1,0,36,0,8,8.0,1,2.0,3
2989,0,0,41,1,5,0.0,0,3.0,0
2990,1,1,39,0,4,1.0,0,1.0,2
2991,0,0,74,0,6,1.0,0,1.0,1
2992,1,1,23,1,1,0.0,0,3.0,0
2993,0,1,25,1,1,3.0,0,5.0,0
2994,1,0,50,1,0,0.0,1,5.0,3
2996,1,1,30,0,1,2.0,0,3.0,3
2997,0,0,66,1,2,0.0,1,2.0,3
2998,0,0,29,0,2,0.0,0,2.0,3
2999,1,0,43,1,0,4.0,0,1.0,3
3000,1,0,56,0,0,0.0,0,1.0,3
3001,1,0,42,0,4,1.0,2,3.0,2
3002,1,1,39,0,0,7.0,0,1.0,2
3003,1,1,40,0,4,0.0,0,1.0,2
3005,1,0,39,0,0,0.0,0,1.0,2
3006,1,1,46,0,4,1.0,0,2.0,0
3007,1,0,40,0,0,1.0,2,3.0,3
3008,1,0,78,1,6,0.0,2,2.0,2
3009,1,0,45,0,8,8.0,2,4.0,3
3010,0,0,58,0,0,0.0,1,2.0,1
3011,1,1,31,0,2,0.0,0,4.0,2
3012,1,0,57,0,4,1.0,0,4.0,1
3013,0,1,32,0,1,0.0,0,4.0,3
3014,0,0,27,1,2,6.0,0,4.0,2
3015,0,1,27,1,2,6.0,0,4.0,0
3016,0,1,25,0,1,9.0,0,4.0,1
3017,0,0,57,1,5,1.0,0,2.0,1
3018,0,1,18,1,1,11.0,0,1.0,0
3019,1,0,69,0,0,0.0,0,2.0,1
3020,0,0,59,1,4,1.0,0,2.0,2
3021,1,0,36,0,2,7.0,1,2.0,3
3022,0,1,19,1,1,1.0,0,3.0,0
3023,1,0,40,0,0,9.0,0,2.0,1
3024,1,1,20,1,4,8.0,0,5.0,0
3025,1,0,63,0,0,1.0,1,3.0,1
3027,0,0,42,0,2,3.0,1,4.0,3
3029,1,0,25,1,4,7.0,1,2.0,0
3030,0,0,48,1,5,1.0,1,4.0,2
3031,1,0,52,0,0,0.0,0,3.0,3
3032,0,0,35,0,0,8.0,1,2.0,1
3033,1,0,74,1,6,0.0,0,1.0,0
3034,1,0,33,1,8,8.0,1,4.0,0
3035,0,0,45,1,5,11.0,2,9.0,2
3036,0,0,49,1,0,1.0,0,1.0,1
3037,0,0,37,0,3,8.0,1,2.0,2
3038,1,0,40,1,4,0.0,0,5.0,1
3039,1,1,29,1,0,0.0,0,3.0,2
3040,0,0,72,1,5,2.0,2,7.0,2
3041,1,0,49,0,8,2.0,1,4.0,3
3043,0,0,55,0,2,0.0,1,4.0,1
3044,0,1,28,0,2,14.0,0,2.0,0
3045,0,1,52,0,2,1.0,0,1.0,2
3049,1,1,41,1,0,0.0,0,1.0,2
3051,1,0,56,0,4,0.0,2,2.0,3
3052,1,0,51,0,7,9.0,1,1.0,2
3053,0,0,57,0,2,0.0,0,2.0,2
3054,0,0,60,0,2,0.0,0,4.0,2
3055,0,1,27,1,2,14.0,0,3.0,0
3056,0,0,50,0,3,0.0,1,3.0,3
3057,1,1,40,0,0,2.0,0,1.0,3
3058,1,0,69,0,0,9.0,2,2.0,1
3059,1,1,41,0,7,1.0,0,1.0,0
3060,0,0,70,1,2,1.0,0,1.0,2
3061,0,1,32,0,2,1.0,0,1.0,2
3063,1,1,73,0,6,0.0,0,1.0,3
3064,0,1,19,1,4,7.0,0,5.0,0
3065,0,0,70,1,0,1.0,1,2.0,1
3066,0,0,33,0,3,9.0,1,2.0,0
3067,1,0,49,0,0,1.0,1,5.0,1
3068,1,0,89,0,6,1.0,2,3.0,2
3069,0,1,25,1,3,6.0,0,1.0,0
3070,1,0,35,0,4,5.0,0,2.0,3
3072,0,0,47,0,0,0.0,1,2.0,1
3073,1,1,48,0,0,1.0,0,1.0,0
3074,0,0,45,0,4,5.0,1,5.0,3
3076,1,0,46,0,0,2.0,0,2.0,1
3078,1,1,26,1,4,1.0,0,2.0,2
3080,0,0,51,0,2,0.0,2,5.0,2
3081,0,0,52,1,5,9.0,1,4.0,2
3082,0,0,53,0,5,9.0,0,1.0,0
3083,0,1,42,0,0,4.0,0,2.0,2
3084,1,1,47,0,8,9.0,0,3.0,2
3085,1,0,41,0,0,0.0,0,3.0,2
3086,0,0,52,0,0,2.0,1,4.0,2
3087,1,1,30,0,3,0.0,0,5.0,0
3088,0,0,47,1,0,0.0,0,2.0,2
3089,0,0,61,1,4,0.0,0,4.0,0
3091,0,0,31,1,5,9.0,1,2.0,2
3093,0,0,47,0,0,1.0,1,3.0,1
3094,1,0,86,0,6,0.0,2,2.0,1
3095,0,0,31,0,2,0.0,1,2.0,2
3096,0,1,30,1,3,0.0,0,5.0,0
3097,1,1,32,0,7,0.0,0,3.0,3
3098,0,0,41,0,0,7.0,2,2.0,1
3099,1,0,37,1,4,3.0,2,2.0,0
3100,1,1,51,1,2,1.0,0,1.0,2
3101,0,0,46,0,0,1.0,1,4.0,3
3103,0,1,38,0,1,8.0,0,1.0,2
3105,1,1,21,1,1,7.0,0,5.0,0
3106,0,1,21,1,1,0.0,0,5.0,0
3107,1,0,75,0,6,3.0,2,2.0,2
3108,0,0,68,1,5,0.0,2,2.0,0
3109,1,1,22,1,3,1.0,0,5.0,1
3110,1,1,35,0,1,9.0,0,1.0,0
3111,0,0,35,0,0,1.0,1,4.0,1
3112,0,0,72,0,0,0.0,1,2.0,3
3113,0,0,68,0,0,2.0,0,1.0,3
3114,0,1,27,1,3,7.0,0,3.0,1
3115,1,1,33,1,2,1.0,0,1.0,2
3116,1,0,69,0,2,1.0,2,2.0,3
3117,0,1,22,1,1,0.0,0,5.0,0
3118,0,0,47,1,2,1.0,0,2.0,2
3119,0,0,53,0,0,8.0,0,1.0,2
3123,0,0,38,0,2,0.0,0,2.0,2
3124,1,1,25,1,3,0.0,0,3.0,3
3125,0,0,57,0,0,0.0,1,2.0,3
3127,1,0,33,0,2,0.0,0,5.0,3
3129,1,1,22,1,1,0.0,0,6.0,0
3130,0,0,68,1,5,1.0,2,2.0,2
3131,0,1,35,0,0,13.0,0,1.0,3
3132,0,1,27,1,1,1.0,0,4.0,0
3133,0,0,52,0,0,1.0,0,4.0,1
3134,0,0,46,1,2,8.0,0,1.0,2
3135,1,1,40,0,0,0.0,0,4.0,2
3137,1,0,62,0,8,1.0,0,1.0,3
3138,1,0,43,0,2,8.0,0,1.0,3
3140,1,1,42,0,0,9.0,0,1.0,1
3142,0,1,19,1,2,1.0,0,6.0,1
3144,0,0,43,0,4,5.0,2,2.0,2
3145,0,1,32,1,3,9.0,0,4.0,0
3146,0,1,40,0,0,8.0,0,2.0,3
3147,1,0,48,0,4,0.0,2,2.0,3
3148,0,1,38,0,3,7.0,0,1.0,1
3149,0,0,68,1,6,2.0,0,3.0,2
3151,0,0,35,0,0,2.0,0,3.0,3
3153,0,0,60,0,0,0.0,1,2.0,1
3154,1,1,26,0,1,1.0,0,5.0,3
3155,1,1,28,0,0,5.0,0,4.0,0
3156,0,0,75,1,6,1.0,0,1.0,0
3157,1,0,25,1,2,2.0,0,2.0,0
3158,1,0,35,0,0,8.0,1,2.0,1
3159,0,0,56,0,3,0.0,0,1.0,2
3160,0,0,41,0,2,2.0,1,2.0,2
3162,1,1,36,0,1,1.0,0,2.0,2
3163,1,1,31,0,0,0.0,0,2.0,2
3164,0,0,68,1,6,0.0,0,2.0,0
3165,0,1,30,1,1,1.0,0,4.0,0
3166,0,0,62,1,0,1.0,1,2.0,1
3167,1,1,39,0,8,10.0,0,1.0,0
3168,1,0,72,1,6,0.0,2,7.0,0
3169,0,1,31,0,1,1.0,0,3.0,1
3170,1,0,65,0,0,1.0,1,4.0,1
3171,0,0,68,0,0,1.0,0,1.0,2
3172,0,0,39,1,2,1.0,1,4.0,3
3174,1,1,28,1,1,8.0,0,4.0,1
3175,0,0,43,0,0,8.0,1,2.0,3
3176,0,0,77,0,0,1.0,2,2.0,2
3177,1,1,42,0,0,13.0,0,1.0,1
3178,0,1,31,0,1,14.0,0,4.0,3
3180,1,1,85,0,6,0.0,0,3.0,2
3181,0,1,26,0,0,1.0,0,2.0,2
3182,1,1,35,0,0,0.0,0,1.0,3
3183,1,0,76,0,0,1.0,2,2.0,1
3184,1,1,37,1,8,9.0,0,1.0,0
3185,0,1,33,1,3,2.0,0,4.0,2
3187,1,0,40,0,0,0.0,0,1.0,3
3188,0,1,79,1,6,0.0,0,1.0,0
3189,0,1,47,0,4,0.0,0,3.0,2
3190,1,0,78,1,2,3.0,1,2.0,2
3191,0,0,50,0,5,0.0,2,4.0,1
3192,1,0,46,0,0,1.0,1,2.0,3
3194,1,1,37,1,0,0.0,0,2.0,0
3195,1,0,35,1,0,11.0,0,2.0,2
3196,0,0,51,1,5,9.0,1,3.0,2
3197,1,1,51,0,0,1.0,0,1.0,3
3198,1,0,71,0,6,8.0,2,2.0,1
3200,0,0,77,1,6,0.0,0,1.0,2
3201,0,0,60,0,0,0.0,0,3.0,1
3203,1,0,43,0,3,0.0,0,1.0,3
3205,0,1,30,1,1,8.0,0,3.0,2
3207,1,0,62,0,0,1.0,0,4.0,1
3209,1,0,48,0,0,0.0,1,2.0,3
3210,0,0,66,0,6,0.0,0,1.0,0
3211,0,0,25,1,5,0.0,2,3.0,2
3212,0,1,26,0,1,1.0,0,5.0,0
3214,0,0,52,0,1,0.0,1,4.0,1
3215,1,1,18,1,1,5.0,0,4.0,0
3216,1,0,58,0,0,1.0,1,2.0,1
3218,0,0,39,1,5,2.0,2,5.0,3
3219,0,0,19,1,5,0.0,2,3.0,2
3220,1,0,46,1,4,9.0,1,1.0,2
3221,0,0,68,0,6,0.0,2,2.0,1
3222,0,0,41,1,0,0.0,1,2.0,3
3223,0,1,25,0,1,0.0,0,1.0,0
3224,0,0,50,1,0,1.0,1,5.0,3
3225,1,0,30,1,0,1.0,1,2.0,0
3227,1,0,52,0,0,0.0,1,4.0,1
3228,0,1,31,1,3,4.0,0,7.0,0
3229,0,0,80,0,6,0.0,0,1.0,0
3230,0,0,51,0,0,1.0,1,4.0,3
3231,1,0,39,0,0,2.0,1,4.0,1
3232,0,1,29,0,3,1.0,0,4.0,3
3234,1,0,53,0,0,4.0,1,5.0,1
3235,0,0,33,0,5,11.0,2,9.0,2
3236,0,0,69,0,6,0.0,2,4.0,1
3237,1,1,33,1,3,1.0,0,3.0,0
3239,1,0,48,1,5,9.0,1,3.0,3
3240,0,0,28,1,3,8.0,0,2.0,2
3241,1,1,29,0,0,8.0,0,1.0,3
3242,1,0,47,0,0,0.0,0,1.0,3
3243,1,1,40,1,3,14.0,0,6.0,0
3244,0,0,72,1,6,0.0,2,2.0,2
3245,1,0,63,1,0,1.0,1,4.0,1
3246,0,1,27,0,2,0.0,0,4.0,1
3247,1,0,38,1,3,9.0,1,5.0,0
3248,0,0,59,0,0,4.0,2,4.0,3
3249,0,0,38,0,3,11.0,1,3.0,2
3250,1,1,22,1,3,1.0,0,4.0,3
3251,1,1,25,1,3,3.0,0,4.0,1
3252,0,0,49,0,0,1.0,0,1.0,2
3253,0,0,45,0,0,0.0,1,2.0,1
3254,0,1,21,1,7,7.0,0,3.0,3
3255,1,1,26,1,4,0.0,0,3.0,0
3256,1,0,52,0,0,8.0,1,4.0,2
3257,0,1,27,0,2,1.0,0,5.0,0
3258,0,1,32,1,1,12.0,0,4.0,0
3259,1,0,89,0,6,1.0,2,2.0,2
3260,0,0,39,0,0,1.0,1,2.0,1
3261,1,0,41,0,0,3.0,1,3.0,1
3262,0,1,26,0,1,0.0,0,3.0,3
3263,0,0,45,0,0,7.0,0,2.0,2
3264,1,1,40,0,2,14.0,0,1.0,2
3265,1,1,26,0,0,1.0,0,2.0,0
3266,1,1,63,0,1,3.0,0,1.0,3
3267,1,1,40,1,2,12.0,0,4.0,2
3268,0,1,53,0,2,4.0,0,1.0,2
3270,1,0,77,1,6,1.0,2,2.0,0
3273,1,0,60,0,4,4.0,1,4.0,3
3274,1,0,59,0,2,7.0,1,2.0,3
3275,0,0,72,1,2,1.0,1,3.0,1
3276,0,1,63,0,0,4.0,0,1.0,2
3277,1,1,42,0,0,1.0,0,2.0,2
3278,0,0,53,1,5,0.0,2,2.0,3
3279,0,0,81,1,5,9.0,2,2.0,1
3280,1,0,76,0,6,5.0,2,3.0,2
3282,1,1,28,1,1,1.0,0,2.0,2
3283,0,1,27,0,3,0.0,0,2.0,2
3286,0,1,43,0,0,11.0,0,1.0,3
3287,0,0,57,0,2,1.0,1,4.0,3
3288,1,1,31,1,1,9.0,0,1.0,0
3289,0,1,68,0,6,1.0,0,1.0,0
3290,0,0,46,1,5,0.0,2,4.0,2
3291,0,1,32,1,1,0.0,0,4.0,2
3292,0,0,51,0,0,5.0,1,3.0,3
3293,0,1,19,1,1,1.0,0,4.0,0
3296,0,0,62,0,3,1.0,2,2.0,1
3297,0,0,47,0,0,1.0,1,2.0,1
3298,0,0,28,0,8,13.0,1,2.0,3
3300,0,0,61,0,2,0.0,1,2.0,1
3301,1,1,25,1,7,1.0,0,4.0,3
3302,0,0,74,0,6,1.0,2,2.0,3
3303,0,0,38,1,0,1.0,0,2.0,3
3304,0,0,28,0,1,9.0,2,2.0,3
3306,0,0,56,0,5,0.0,2,4.0,3
3307,0,1,25,1,7,0.0,0,3.0,2
3308,1,1,37,0,0,7.0,0,2.0,3
3309,1,0,50,0,3,0.0,1,2.0,1
3310,1,0,48,0,0,3.0,0,1.0,2
3311,0,1,48,0,0,0.0,0,1.0,2
